car_id,brand,model,year,mileage,fuel_type,transmission,sale_month,zip_prefix,price
5290,Audi,Model B,2025,44981.0,Petrol,Manual,12,20,24554
5291,Toyota,Model C,2019,90646.0,Petrol,Manual,12,20,4947
5292,Ford,Model C,2016,93760.0,Petrol,Automatic,7,30,3578
5293,Hyundai,Model B,2003,250000.0,Petrol,Manual,12,10,1291
5294,BMW,Model C,2002,250000.0,Diesel,Automatic,12,01,500
5295,Audi,Model C,2025,0.0,Diesel,Automatic,2,30,29818
5296,Toyota,Model B,2013,127951.0,Petrol,Manual,11,30,500
5297,Mercedes,Model A,2022,50923.0,Petrol,Manual,9,01,20564
5298,Honda,Model B,2023,15030.0,Petrol,Manual,2,10,22068
5299,Honda,Model A,2021,46471.0,Petrol,Manual,10,01,15212
5300,Toyota,Model A,2002,250000.0,Diesel,Manual,7,10,1545
5301,Honda,Model A,2025,0.0,Petrol,Manual,11,20,26012
5302,Toyota,Model A,2001,250000.0,Petrol,Automatic,11,30,3889
5303,Toyota,Model B,2025,5822.0,Petrol,Automatic,12,10,24058
5304,Audi,Model B,2025,0.0,Petrol,Automatic,1,01,32768
5305,Honda,Model B,2021,48253.0,Petrol,Automatic,9,01,15745
5306,Honda,Model C,2022,24808.0,Petrol,Automatic,5,30,13759
5307,Mercedes,Model C,2022,57035.0,Petrol,Manual,10,01,26910
5308,BMW,Model B,2021,92141.0,Petrol,Automatic,8,30,15737
5309,Mercedes,Model A,2025,0.0,Hybrid,Manual,7,30,30055
5310,BMW,Model A,2025,0.0,Petrol,Automatic,1,01,34557
5311,Honda,Model B,2020,61753.0,Diesel,Manual,8,30,11004
5312,Audi,Model B,2023,20918.0,Petrol,Manual,6,10,21134
5313,Toyota,Model C,2025,29570.0,Petrol,Automatic,5,10,28138
5314,Toyota,Model C,2025,24998.0,Petrol,Manual,12,20,20896
5315,Honda,Model B,2022,48980.0,Petrol,Automatic,9,30,14681
5316,VW,Model C,2021,39199.0,Petrol,Manual,7,30,10598
5317,Honda,Model C,2019,82166.0,Petrol,Automatic,11,20,11080
5318,BMW,Model A,2025,3975.0,Petrol,Automatic,3,30,29276
5319,BMW,Model B,2014,135619.0,Petrol,Manual,8,20,3412
5320,Audi,Model A,2023,626.0,Petrol,Manual,11,30,20234
5321,Toyota,Model A,2019,87926.0,Petrol,Automatic,2,01,8751
5322,BMW,Model B,2019,73617.0,Petrol,Manual,3,20,14269
5323,Toyota,Model B,2021,46487.0,Diesel,Automatic,2,10,16293
5324,Fiat,Model A,2025,0.0,Diesel,Automatic,12,20,21197
5325,BMW,Model B,2005,228095.0,Diesel,Automatic,8,20,3699
5326,Dacia,Model A,2023,28758.0,Petrol,Automatic,7,01,20011
5327,Fiat,Model B,2008,177762.0,Petrol,Manual,5,10,500
5328,Hyundai,Model A,2015,131842.0,Diesel,Manual,6,30,500
5329,Fiat,Model B,2021,,Petrol,Automatic,10,20,8400
5330,BMW,Model A,2022,5119.0,Petrol,Manual,12,01,20244
5331,Mercedes,Model C,2018,111328.0,Petrol,Automatic,2,30,5574
5332,Mercedes,Model C,2020,47128.0,Petrol,Automatic,4,20,13483
5333,Mercedes,Model A,2008,193167.0,Diesel,Manual,3,30,1455
5334,Toyota,Model A,2020,77018.0,Petrol,Automatic,6,10,15411
5335,Hyundai,Model A,2025,27816.0,Petrol,Automatic,7,20,26720
5336,Audi,Model B,2025,0.0,Hybrid,Manual,10,01,30000
5337,Audi,Model C,2020,45657.0,Petrol,Manual,11,20,7531
5338,VW,Model B,2023,10759.0,Petrol,Automatic,7,30,22994
5339,BMW,Model A,2025,14022.0,Hybrid,Automatic,7,10,32819
5340,Toyota,Model A,2000,250000.0,Petrol,Automatic,8,01,500
5341,Toyota,Model A,2025,0.0,Petrol,Manual,12,10,17556
5342,Hyundai,Model B,2025,21221.0,Petrol,Manual,9,30,19296
5343,Honda,Model A,2009,181364.0,Petrol,Manual,10,20,500
5344,Ford,Model A,2015,125041.0,Petrol,Manual,9,10,500
5345,Mercedes,Model C,2025,0.0,Petrol,Manual,12,10,27353
5346,Fiat,Model B,2022,34171.0,Petrol,Manual,11,30,8107
5347,Toyota,Model C,2001,250000.0,Petrol,Automatic,5,30,3004
5348,VW,Model C,2018,79272.0,Petrol,Manual,11,01,6801
5349,Dacia,Model C,2021,53774.0,Petrol,Manual,6,01,9830
5350,Honda,Model C,2024,0.0,Petrol,Automatic,11,30,17736
5351,Honda,Model C,2025,0.0,Petrol,Automatic,12,01,21956
5352,Mercedes,Model C,2025,6568.0,Petrol,Automatic,9,01,31600
5353,Toyota,Model A,2019,92130.0,Petrol,Manual,9,01,6599
5354,Fiat,Model C,2022,35657.0,Petrol,Automatic,2,20,10946
5355,Mercedes,Model C,2022,43555.0,Petrol,Manual,5,01,17887
5356,Fiat,Model C,2021,59371.0,Petrol,Automatic,7,10,10890
5357,VW,Model A,2015,132457.0,Petrol,Manual,1,01,8181
5358,Toyota,Model A,2025,,Diesel,Automatic,11,01,26438
5359,Honda,Model A,2025,0.0,Petrol,Manual,5,10,25286
5360,Mercedes,Model C,2022,25648.0,Hybrid,Automatic,10,01,22716
5361,Audi,Model B,2023,52929.0,Hybrid,Automatic,10,30,21606
5362,Toyota,Model B,2017,103622.0,Petrol,Automatic,7,10,8456
5363,Toyota,Model A,2023,30949.0,Petrol,Automatic,10,10,17305
5364,Fiat,Model B,2024,17493.0,Diesel,Manual,9,01,17331
5365,Toyota,Model A,2022,16188.0,Diesel,Manual,5,01,16513
5366,Honda,Model B,2025,29072.0,Diesel,Automatic,11,01,25898
5367,Mercedes,Model A,2023,31187.0,Petrol,Automatic,8,30,22831
5368,VW,Model B,2020,70847.0,Petrol,Manual,3,20,14196
5369,Ford,Model A,2025,0.0,Petrol,Manual,10,10,23371
5370,Honda,Model B,2015,131694.0,Petrol,Automatic,9,01,4711
5371,Dacia,Model C,2021,42656.0,Petrol,Automatic,4,01,8892
5372,Fiat,Model B,2020,40158.0,Petrol,Automatic,11,01,9164
5373,VW,Model B,2021,33693.0,Petrol,Automatic,5,30,18225
5374,Fiat,Model A,2025,0.0,Diesel,Manual,7,30,20624
5375,Ford,Model C,2022,16773.0,Petrol,Manual,5,10,18244
5376,Hyundai,Model C,2025,908.0,Petrol,Automatic,10,30,18567
5377,Toyota,Model A,2023,18198.0,Petrol,Automatic,8,01,20453
5378,BMW,Model B,2020,65011.0,Petrol,Manual,6,20,13653
5379,Dacia,Model C,2025,25139.0,Petrol,Automatic,1,10,17613
5380,Mercedes,Model A,2017,94057.0,Petrol,Automatic,8,10,8709
5381,Audi,Model C,2017,62326.0,Diesel,Manual,8,10,6089
5382,Mercedes,Model A,2022,32370.0,Petrol,Automatic,3,10,19096
5383,Toyota,Model B,2018,101900.0,Petrol,Manual,5,30,5060
5384,Toyota,Model A,2000,250000.0,Petrol,Manual,11,10,500
5385,Ford,Model C,2024,,Diesel,Manual,7,30,15516
5386,Dacia,Model B,2022,42794.0,Petrol,Automatic,6,30,12953
5387,BMW,Model C,2021,20425.0,Petrol,Manual,12,01,18197
5388,Hyundai,Model B,2025,1643.0,Diesel,Manual,11,01,23075
5389,Mercedes,Model A,2023,28455.0,Petrol,Automatic,2,10,22357
5390,BMW,Model A,2025,16205.0,Petrol,Automatic,11,30,29202
5391,Ford,Model A,2013,171294.0,Diesel,Automatic,2,10,4692
5392,Fiat,Model A,2023,37615.0,Petrol,Manual,3,30,11741
5393,Mercedes,Model C,2025,6607.0,Diesel,Automatic,1,01,30555
5394,Toyota,Model A,2023,,Diesel,Automatic,7,10,23472
5395,Mercedes,Model A,2025,0.0,Petrol,Manual,9,30,31422
5396,Fiat,Model A,2020,38056.0,Petrol,Automatic,10,01,10948
5397,Audi,Model A,2009,192622.0,Petrol,Automatic,1,30,3784
5398,Honda,Model B,2021,53479.0,Petrol,Automatic,3,30,15823
5399,Fiat,Model B,2021,29945.0,Petrol,Manual,8,20,11381
5400,Ford,Model C,2025,19899.0,Petrol,Manual,7,30,22813
5401,Dacia,Model B,2018,99081.0,Diesel,Manual,1,20,3371
5402,Fiat,Model C,2025,0.0,Hybrid,Automatic,12,20,23007
5403,Honda,Model C,2025,20487.0,Petrol,Manual,10,01,20674
5404,Ford,Model B,2018,79375.0,Petrol,Automatic,5,30,7920
5405,Audi,Model C,2020,48322.0,Petrol,Automatic,7,20,9249
5406,Dacia,Model C,2025,16189.0,Petrol,Manual,5,20,17750
5407,Audi,Model A,2025,0.0,Petrol,Manual,6,30,27071
5408,Hyundai,Model A,2021,76487.0,Hybrid,Manual,8,20,11208
5409,Toyota,Model B,2020,47206.0,Petrol,Automatic,5,01,13496
5410,Toyota,Model A,2022,10025.0,Petrol,Automatic,8,01,17682
5411,Mercedes,Model C,2024,7793.0,Petrol,Automatic,6,01,25039
5412,Ford,Model C,2019,83838.0,Petrol,Automatic,9,10,11131
5413,Audi,Model B,2025,0.0,Petrol,Automatic,4,10,33983
5414,Mercedes,Model A,2005,220048.0,Hybrid,Manual,3,01,500
5415,Audi,Model C,2004,250000.0,Petrol,Automatic,1,01,500
5416,Audi,Model B,2021,26044.0,Petrol,Automatic,8,10,20809
5417,Honda,Model A,2020,64600.0,Petrol,Automatic,12,01,13812
5418,Toyota,Model A,2020,54890.0,Petrol,Automatic,6,01,10850
5419,BMW,Model B,2022,43416.0,Petrol,Manual,3,30,16789
5420,Honda,Model C,2020,39242.0,Petrol,Manual,1,01,9255
5421,Hyundai,Model C,2016,127472.0,Petrol,Manual,7,20,1276
5422,Ford,Model C,2020,57254.0,Petrol,Manual,12,10,8102
5423,Dacia,Model A,2025,11452.0,Hybrid,Automatic,12,30,21797
5424,BMW,Model C,2021,62398.0,Petrol,Manual,2,01,12747
5425,Hyundai,Model C,2021,30638.0,Diesel,Automatic,11,01,12148
5426,Honda,Model B,2023,37233.0,Hybrid,Automatic,3,30,20863
5427,Honda,Model A,2025,0.0,Petrol,Automatic,11,30,21408
5428,Honda,Model A,2018,63447.0,Diesel,Automatic,11,01,8508
5429,Toyota,Model C,2024,41459.0,Diesel,Automatic,1,20,22304
5430,Toyota,Model A,2025,16677.0,Petrol,Manual,3,01,24409
5431,Ford,Model B,2023,55104.0,Diesel,Automatic,1,30,16057
5432,BMW,Model C,2008,198446.0,Petrol,Manual,7,01,500
5433,Ford,Model C,2024,13536.0,Petrol,Manual,1,10,21690
5434,VW,Model C,2006,235910.0,Petrol,Manual,8,10,7164
5435,Toyota,Model C,2023,23817.0,Diesel,Manual,7,20,22787
5436,Audi,Model B,2025,0.0,Petrol,Manual,5,30,32269
5437,Audi,Model B,2017,82558.0,Hybrid,Automatic,6,30,5052
5438,BMW,Model A,2025,3207.0,Petrol,Automatic,12,30,26799
5439,BMW,Model C,2003,247997.0,Petrol,Manual,3,10,500
5440,Mercedes,Model B,2025,0.0,Petrol,Manual,10,10,26722
5441,BMW,Model B,2022,41903.0,Hybrid,Manual,9,01,9138
5442,Audi,Model B,2017,94572.0,Petrol,Manual,9,20,5729
5443,Toyota,Model B,2013,158058.0,Petrol,Automatic,5,30,500
5444,Dacia,Model B,2025,0.0,Diesel,Manual,3,20,19751
5445,Dacia,Model C,2007,207281.0,Hybrid,Manual,9,10,500
5446,Mercedes,Model A,2016,114353.0,Petrol,Automatic,12,20,6164
5447,Audi,Model A,2020,47819.0,Petrol,Manual,12,30,12841
5448,Honda,Model A,2024,2128.0,Petrol,Manual,7,20,17908
5449,Mercedes,Model B,2023,14723.0,Diesel,Automatic,6,20,17817
5450,Honda,Model C,2012,152854.0,Diesel,Manual,5,01,500
5451,Toyota,Model C,2019,98586.0,Diesel,Automatic,11,01,5666
5452,Toyota,Model C,2017,75348.0,Petrol,Automatic,4,01,6933
5453,Hyundai,Model C,2017,115432.0,Petrol,Automatic,7,01,4575
5454,Hyundai,Model B,2021,17720.0,Petrol,Manual,5,10,11599
5455,Dacia,Model C,2025,23504.0,Diesel,Automatic,11,10,23309
5456,Audi,Model A,2017,143050.0,Hybrid,Automatic,4,01,8947
5457,Fiat,Model A,2020,81471.0,Petrol,Manual,9,01,8021
5458,Honda,Model C,2021,61885.0,Petrol,Automatic,8,30,14500
5459,Ford,Model A,2025,,Petrol,Automatic,5,30,22965
5460,Fiat,Model C,2025,0.0,Diesel,Manual,4,20,22632
5461,Dacia,Model A,2025,5402.0,Petrol,Automatic,11,01,21472
5462,VW,Model A,2018,58528.0,Petrol,Manual,7,30,5883
5463,Toyota,Model B,2006,237231.0,Petrol,Automatic,8,30,500
5464,Honda,Model C,2020,27976.0,Petrol,Manual,12,01,10318
5465,Ford,Model B,2018,101283.0,Hybrid,Automatic,5,20,5430
5466,Hyundai,Model C,2022,31174.0,Diesel,Manual,11,30,15973
5467,VW,Model C,2025,1898.0,Petrol,Automatic,8,30,25973
5468,Toyota,Model A,2025,0.0,Petrol,Automatic,8,20,20820
5469,Toyota,Model B,2025,0.0,Hybrid,Manual,1,01,26107
5470,BMW,Model C,2020,78520.0,Petrol,Manual,12,01,12552
5471,Fiat,Model C,2024,32035.0,Diesel,Manual,3,10,15377
5472,BMW,Model A,2020,54727.0,Petrol,Automatic,6,01,12212
5473,Ford,Model C,2006,237928.0,Diesel,Automatic,10,10,1362
5474,Fiat,Model C,2025,0.0,Petrol,Automatic,7,30,21758
5475,Toyota,Model B,2000,250000.0,Petrol,Automatic,1,10,500
5476,Hyundai,Model B,2021,59387.0,Diesel,Automatic,12,30,11037
5477,Hyundai,Model C,2020,68326.0,Petrol,Manual,1,30,10652
5478,BMW,Model B,2024,9634.0,Petrol,Automatic,2,30,23164
5479,Toyota,Model B,2025,7783.0,Petrol,Automatic,3,30,29799
5480,VW,Model C,2020,60421.0,Petrol,Automatic,8,30,10421
5481,Toyota,Model C,2025,0.0,Petrol,Manual,12,01,25375
5482,Honda,Model A,2019,64822.0,Petrol,Automatic,12,20,12381
5483,Ford,Model B,2021,60150.0,Petrol,Automatic,9,01,13911
5484,Mercedes,Model B,2025,0.0,Petrol,Manual,10,30,30559
5485,Toyota,Model A,2024,28587.0,Hybrid,Automatic,9,20,24549
5486,BMW,Model C,2025,0.0,Petrol,Automatic,9,30,33793
5487,Mercedes,Model B,2017,83720.0,Petrol,Automatic,11,10,3866
5488,Honda,Model C,2024,0.0,Petrol,Automatic,5,20,24491
5489,Ford,Model A,2023,34115.0,Petrol,Automatic,3,01,22714
5490,Mercedes,Model A,2025,,Diesel,Automatic,5,10,30286
5491,Hyundai,Model C,2015,143831.0,Petrol,Automatic,1,01,4029
5492,Toyota,Model A,2025,0.0,Petrol,Automatic,12,01,27038
5493,Fiat,Model B,2023,15327.0,Petrol,Automatic,10,30,17977
5494,Toyota,Model A,2019,70616.0,Petrol,Automatic,3,30,5856
5495,Mercedes,Model B,2022,24722.0,Diesel,Automatic,4,20,23323
5496,Hyundai,Model B,2020,18027.0,Diesel,Automatic,12,30,8566
5497,Ford,Model C,2023,28792.0,Petrol,Automatic,10,01,22047
5498,Toyota,Model C,2025,7267.0,Petrol,Manual,6,20,22297
5499,Toyota,Model B,2023,46592.0,Petrol,Automatic,3,01,18921
5500,Mercedes,Model B,2024,0.0,Diesel,Manual,1,30,27959
5501,Toyota,Model A,2022,41066.0,Petrol,Manual,9,01,9978
5502,BMW,Model B,2005,230295.0,Petrol,Manual,10,30,500
5503,Honda,Model B,2017,102450.0,Hybrid,Manual,2,30,2911
5504,Fiat,Model B,2022,42469.0,Petrol,Manual,1,20,12084
5505,Hyundai,Model B,2020,45196.0,Petrol,Manual,5,01,8513
5506,BMW,Model B,2016,94482.0,Diesel,Manual,9,01,6339
5507,Fiat,Model A,2022,43674.0,Petrol,Automatic,12,30,9965
5508,Honda,Model A,2020,60351.0,Petrol,Automatic,11,01,7584
5509,Mercedes,Model A,2018,80705.0,Petrol,Automatic,9,10,14167
5510,Hyundai,Model C,2022,45869.0,Hybrid,Manual,11,30,12011
5511,Toyota,Model C,2013,154975.0,Petrol,Automatic,5,10,1402
5512,Audi,Model C,2025,0.0,Diesel,Manual,4,30,29606
5513,Mercedes,Model C,2025,0.0,Diesel,Automatic,2,30,28816
5514,Honda,Model A,2025,0.0,Petrol,Automatic,3,30,31598
5515,BMW,Model A,2010,,Petrol,Automatic,12,30,1027
5516,Hyundai,Model A,2025,0.0,Petrol,Manual,12,30,23698
5517,Honda,Model B,2025,1491.0,Petrol,Manual,1,01,18589
5518,Honda,Model A,2025,18252.0,Diesel,Automatic,6,01,23275
5519,BMW,Model C,2011,162698.0,Diesel,Manual,5,01,1444
5520,Hyundai,Model A,2024,3956.0,Petrol,Automatic,9,01,20589
5521,Honda,Model C,2025,29967.0,Hybrid,Automatic,5,30,25498
5522,Honda,Model C,2023,,Hybrid,Automatic,4,10,17703
5523,Hyundai,Model C,2024,531.0,Petrol,Manual,11,30,16396
5524,BMW,Model B,2021,50085.0,Petrol,Manual,12,30,11303
5525,Toyota,Model B,2022,40930.0,Petrol,Automatic,3,10,22303
5526,Ford,Model C,2003,250000.0,Diesel,Automatic,3,10,2458
5527,Honda,Model C,2024,39220.0,Petrol,Manual,6,01,16639
5528,Mercedes,Model B,2008,205308.0,Petrol,Automatic,9,01,500
5529,Toyota,Model C,2021,15467.0,Diesel,Automatic,3,01,11039
5530,Toyota,Model A,2019,82329.0,Petrol,Automatic,6,20,7547
5531,Dacia,Model A,2023,41848.0,Hybrid,Automatic,11,20,12263
5532,Toyota,Model A,2013,158053.0,Petrol,Manual,3,20,7377
5533,Audi,Model A,2024,20071.0,Hybrid,Automatic,1,01,30082
5534,Hyundai,Model C,2025,0.0,Petrol,Manual,12,10,20881
5535,Toyota,Model A,2015,112677.0,Diesel,Manual,10,01,500
5536,Honda,Model A,2010,192291.0,Petrol,Manual,9,30,3829
5537,Honda,Model A,2014,135755.0,Diesel,Automatic,2,20,500
5538,Ford,Model B,2025,12391.0,Hybrid,Automatic,12,30,25716
5539,Ford,Model A,2022,64307.0,Petrol,Manual,4,10,13862
5540,BMW,Model C,2022,18345.0,Diesel,Manual,3,20,17603
5541,Hyundai,Model C,2010,197068.0,Hybrid,Automatic,7,01,4610
5542,Mercedes,Model B,2024,7044.0,Petrol,Automatic,12,01,28109
5543,Toyota,Model C,2025,14030.0,Petrol,Automatic,12,20,23673
5544,Mercedes,Model C,2025,0.0,Diesel,Manual,8,01,28315
5545,Hyundai,Model B,2024,43905.0,Petrol,Manual,12,20,23872
5546,Ford,Model A,2007,217951.0,Diesel,Manual,6,10,2487
5547,Hyundai,Model B,2011,158392.0,Petrol,Manual,1,20,1679
5548,VW,Model C,2004,250000.0,Diesel,Manual,4,30,500
5549,Mercedes,Model B,2018,88859.0,Petrol,Automatic,4,10,6510
5550,Toyota,Model C,2013,161071.0,Petrol,Manual,10,01,1558
5551,Honda,Model B,2018,90720.0,Diesel,Manual,2,10,8317
5552,Toyota,Model A,2021,85125.0,Petrol,Automatic,3,30,12661
5553,Audi,Model C,2025,0.0,Petrol,Automatic,8,01,29055
5554,Fiat,Model C,2023,22505.0,Hybrid,Manual,2,30,15750
5555,VW,Model B,2025,0.0,Petrol,Manual,7,10,23195
5556,Toyota,Model A,2025,1285.0,Petrol,Manual,1,10,27816
5557,Hyundai,Model A,2011,171465.0,Petrol,Manual,9,20,500
5558,Ford,Model A,2025,4218.0,Petrol,Automatic,12,01,23925
5559,BMW,Model A,2019,73007.0,Hybrid,Manual,11,30,11695
5560,Toyota,Model B,2024,,Diesel,Automatic,1,30,23555
5561,Toyota,Model B,2020,46775.0,Petrol,Automatic,8,20,8642
5562,Audi,Model B,2025,0.0,Petrol,Automatic,2,30,31425
5563,Audi,Model B,2018,101123.0,Hybrid,Automatic,1,30,8236
5564,Dacia,Model C,2019,92351.0,Petrol,Automatic,8,01,3323
5565,Honda,Model C,2025,0.0,Petrol,Manual,8,30,27265
5566,Hyundai,Model B,2002,250000.0,Petrol,Automatic,2,01,4053
5567,Audi,Model B,2024,10782.0,Petrol,Automatic,5,30,26582
5568,Mercedes,Model A,2025,31374.0,Hybrid,Automatic,4,30,28624
5569,Fiat,Model A,2025,14984.0,Diesel,Manual,5,10,20854
5570,Honda,Model A,2025,,Petrol,Automatic,5,01,27798
5571,Fiat,Model B,2025,14440.0,Petrol,Automatic,11,20,21480
5572,BMW,Model A,2006,250000.0,Petrol,Automatic,5,20,500
5573,Fiat,Model C,2025,0.0,Petrol,Automatic,5,20,19421
5574,Toyota,Model C,2024,6119.0,Petrol,Automatic,1,10,25822
5575,Mercedes,Model A,2024,4069.0,Petrol,Manual,10,30,19835
5576,VW,Model A,2012,164806.0,Diesel,Automatic,9,30,2190
5577,Hyundai,Model C,2024,14401.0,Hybrid,Automatic,5,30,22279
5578,BMW,Model A,2025,11344.0,Petrol,Automatic,6,01,29331
5579,Dacia,Model B,2025,0.0,Petrol,Manual,10,01,17255
5580,VW,Model C,2021,68579.0,Diesel,Automatic,5,20,13457
5581,Toyota,Model C,2003,250000.0,Petrol,Manual,6,20,4303
5582,Mercedes,Model B,2020,21125.0,Petrol,Manual,1,30,12286
5583,Toyota,Model C,2025,17931.0,Petrol,Automatic,12,20,28645
5584,Audi,Model A,2025,16726.0,Petrol,Manual,5,10,30187
5585,Honda,Model C,2021,53412.0,Petrol,Automatic,4,20,11026
5586,Hyundai,Model B,2005,250000.0,Hybrid,Automatic,8,01,500
5587,VW,Model A,2021,74124.0,Petrol,Automatic,7,30,19046
5588,Honda,Model A,2022,43704.0,Petrol,Manual,6,30,14458
5589,Mercedes,Model B,2025,0.0,Petrol,Automatic,12,01,28140
5590,Dacia,Model C,2024,20745.0,Petrol,Manual,5,30,11652
5591,Audi,Model A,2020,59440.0,Petrol,Manual,12,20,11944
5592,Audi,Model A,2022,779.0,Diesel,Automatic,10,01,21062
5593,Ford,Model A,2006,234929.0,Petrol,Manual,12,30,500
5594,Hyundai,Model C,2025,1749.0,Hybrid,Automatic,4,30,23701
5595,Dacia,Model A,2020,77346.0,Diesel,Manual,1,01,6961
5596,Dacia,Model B,2022,24748.0,Diesel,Manual,6,30,13566
5597,Fiat,Model B,2020,37414.0,Petrol,Manual,4,10,5480
5598,Honda,Model B,2024,14530.0,Petrol,Manual,1,20,22283
5599,Mercedes,Model A,2024,17702.0,Petrol,Manual,1,01,28253
5600,Ford,Model B,2025,1407.0,Petrol,Automatic,3,30,24437
5601,BMW,Model C,2018,84310.0,Petrol,Manual,5,30,10038
5602,Mercedes,Model C,2020,43969.0,Hybrid,Automatic,12,30,9764
5603,BMW,Model C,2012,153916.0,Diesel,Automatic,9,01,3252
5604,Mercedes,Model B,2024,6773.0,Petrol,Manual,5,30,27507
5605,Honda,Model B,2003,250000.0,Diesel,Automatic,10,20,500
5606,Toyota,Model C,2023,29689.0,Petrol,Automatic,8,30,21697
5607,Toyota,Model B,2025,0.0,Petrol,Automatic,6,30,28665
5608,Hyundai,Model B,2025,25858.0,Petrol,Automatic,2,10,27456
5609,VW,Model B,2021,43966.0,Petrol,Automatic,12,01,10371
5610,Dacia,Model C,2021,56366.0,Petrol,Automatic,8,01,18106
5611,Honda,Model B,2007,213496.0,Petrol,Manual,6,30,500
5612,Audi,Model B,2024,36467.0,Petrol,Automatic,6,01,21236
5613,Mercedes,Model A,2025,1302.0,Petrol,Automatic,10,30,25356
5614,VW,Model B,2018,85746.0,Petrol,Manual,3,20,5483
5615,Hyundai,Model C,2021,45901.0,Petrol,Manual,6,20,10420
5616,Mercedes,Model C,2025,2947.0,Petrol,Manual,1,20,24759
5617,Fiat,Model A,2025,17993.0,Petrol,Automatic,1,10,22418
5618,Honda,Model C,2018,96687.0,Petrol,Automatic,7,01,8224
5619,Mercedes,Model B,2023,24421.0,Petrol,Manual,5,01,27497
5620,Ford,Model A,2016,133519.0,Petrol,Automatic,9,10,610
5621,Honda,Model C,2010,193094.0,Petrol,Manual,12,01,500
5622,BMW,Model A,2025,,Diesel,Automatic,11,30,28096
5623,Toyota,Model C,2025,0.0,Petrol,Manual,6,20,27589
5624,Hyundai,Model A,2025,0.0,Petrol,Automatic,5,10,22269
5625,Ford,Model C,2004,250000.0,Petrol,Automatic,8,01,500
5626,Toyota,Model C,2025,,Petrol,Manual,2,20,28423
5627,Fiat,Model C,2021,68387.0,Hybrid,Manual,12,30,5053
5628,Audi,Model B,2020,43581.0,Petrol,Manual,12,10,10549
5629,Audi,Model A,2023,17412.0,Petrol,Automatic,12,20,25614
5630,Toyota,Model C,2009,174335.0,Petrol,Manual,9,20,1772
5631,Fiat,Model C,2025,0.0,Petrol,Automatic,7,10,21036
5632,Honda,Model B,2023,14582.0,Hybrid,Automatic,9,30,23309
5633,VW,Model B,2016,,Petrol,Automatic,4,01,8387
5634,Dacia,Model B,2016,119570.0,Petrol,Manual,11,01,5724
5635,Hyundai,Model B,2016,93774.0,Petrol,Automatic,2,10,10068
5636,Mercedes,Model A,2005,227860.0,Petrol,Manual,11,30,500
5637,Hyundai,Model B,2023,0.0,Petrol,Automatic,11,10,15284
5638,VW,Model C,2025,3215.0,Petrol,Automatic,3,30,29854
5639,Audi,Model A,2001,250000.0,Petrol,Automatic,6,20,500
5640,Toyota,Model A,2004,250000.0,Petrol,Automatic,12,30,500
5641,VW,Model B,2023,30147.0,Petrol,Automatic,12,01,8189
5642,Audi,Model B,2025,0.0,Diesel,Automatic,11,01,29060
5643,Audi,Model B,2020,50383.0,Petrol,Automatic,12,20,11700
5644,VW,Model A,2020,37579.0,Petrol,Automatic,12,10,11722
5645,Fiat,Model A,2023,3481.0,Petrol,Automatic,12,20,19391
5646,BMW,Model B,2019,62667.0,Petrol,Automatic,6,01,12608
5647,Honda,Model A,2002,250000.0,Hybrid,Automatic,4,30,500
5648,Ford,Model B,2025,0.0,Petrol,Automatic,8,10,31216
5649,VW,Model B,2024,17656.0,Petrol,Manual,3,01,23739
5650,Dacia,Model A,2023,31713.0,Hybrid,Automatic,7,20,17095
5651,VW,Model C,2025,0.0,Petrol,Automatic,8,01,25616
5652,Ford,Model A,2024,41027.0,Diesel,Automatic,11,01,18131
5653,Dacia,Model C,2016,81799.0,Petrol,Automatic,5,30,4517
5654,BMW,Model A,2020,60872.0,Petrol,Automatic,8,10,11864
5655,BMW,Model C,2012,152721.0,Petrol,Automatic,12,10,500
5656,Ford,Model C,2012,147739.0,Diesel,Automatic,6,10,500
5657,Toyota,Model A,2024,1535.0,Petrol,Manual,8,20,16168
5658,BMW,Model B,2025,0.0,Petrol,Manual,10,10,26095
5659,Toyota,Model C,2025,0.0,Petrol,Manual,4,20,25315
5660,VW,Model C,2024,6121.0,Petrol,Automatic,2,10,23275
5661,Fiat,Model B,2016,88519.0,Petrol,Manual,9,10,4015
5662,BMW,Model A,2010,155728.0,Petrol,Automatic,5,20,500
5663,Honda,Model A,2025,0.0,Petrol,Manual,5,20,17316
5664,Toyota,Model B,2023,17968.0,Petrol,Automatic,12,01,16361
5665,VW,Model B,2023,,Petrol,Automatic,6,30,19945
5666,Honda,Model C,2025,0.0,Petrol,Automatic,12,10,24537
5667,Fiat,Model B,2025,0.0,Petrol,Manual,2,01,19688
5668,BMW,Model B,2025,0.0,Petrol,Manual,5,10,25661
5669,Honda,Model A,2005,227197.0,Petrol,Automatic,9,01,500
5670,Mercedes,Model C,2025,22859.0,Petrol,Manual,2,10,21788
5671,Honda,Model C,2025,0.0,Petrol,Manual,5,30,23045
5672,Fiat,Model A,2019,66435.0,Diesel,Automatic,11,20,8268
5673,Fiat,Model A,2024,1143.0,Petrol,Automatic,10,01,20517
5674,Toyota,Model C,2020,48891.0,Petrol,Manual,4,01,9846
5675,Hyundai,Model A,2025,369.0,Hybrid,Automatic,5,20,26218
5676,Toyota,Model A,2003,250000.0,Petrol,Manual,7,20,500
5677,BMW,Model B,2023,17108.0,Petrol,Automatic,10,20,27116
